sale_id,sale_date,customer_id,dealer_id,salesperson_id,company_name,car_name,quantity,unit_price,total_price,payment_method,country
588,2023-08-17,CL0427,DL013,SP006,HONDA,CIVIC HATCHBACK,3,24426.87,73280.61,Leasing,Spain
589,2021-02-20,CL0554,DL002,SP017,Mazda,Parkway,1,19324.27,19324.27,Financing,Australia
590,2022-12-17,CL0232,DL012,SP007,NISSAN,Z PROTO,1,42037.44,42037.44,Cash,Brazil
591,2023-08-01,CL0678,DL004,SP005,Acura,TLX 2.4L,1,36566.88,36566.88,Leasing,Germany
592,2021-09-05,CL0358,DL002,SP014,Jaguar Land Rover,Jaguar XJ,2,77885.0,155770.0,Financing,Germany
593,2021-07-16,CL0248,DL015,SP005,Tata Motors,Safari,1,25562.52,25562.52,Leasing,USA
594,2023-06-17,CL0171,DL008,SP018,TOYOTA,CELICA,1,25498.56,25498.56,Leasing,Italy
595,2023-01-15,CL0717,DL002,SP014,MERCEDES,BENZ S-CLASS S 500,2,119387.72,238775.44,Cash,Spain
596,2020-11-14,CL0786,DL011,SP007,AUDI,E-TRON SPORTBACK,1,70630.95,70630.95,Leasing,Japan
597,2023-10-10,CL0664,DL002,SP001,Nissan,X-Trail GT,3,34455.97,103367.91,Leasing,Brazil
598,2022-06-22,CL0571,DL001,SP016,Chevrolet,Tahoe,3,62573.01,187719.03,Cash,Germany
599,2024-10-18,CL0027,DL011,SP017,TOYOTA,URBAN CRUISER TAISOR,2,22707.35,45414.7,Financing,Spain
600,2021-06-19,CL0127,DL009,SP004,Ford,Bronco Raptor,2,67613.55,135227.1,Leasing,China
601,2023-09-13,CL0123,DL001,SP009,Acura,TLX PMC Edition,2,66329.69,132659.38,Leasing,Japan
602,2020-10-12,CL0495,DL004,SP010,ASTON MARTIN,DBX,3,175394.26,526182.78,Financing,USA
603,2020-07-03,CL0717,DL006,SP016,BMW,114i,1,27843.91,27843.91,Financing,Germany
604,2022-06-18,CL0261,DL011,SP007,Nissan,Sunny NISMO Edition,3,22883.87,68651.61,Financing,Brazil
605,2024-11-26,CL0168,DL004,SP003,Volkswagen,Beetle,2,20037.5,40075.0,Financing,China
606,2022-05-17,CL0510,DL012,SP002,Mazda,121,2,12176.61,24353.22,Cash,Australia
607,2021-02-21,CL0082,DL015,SP008,Kia,EV6 First Edition,2,61604.13,123208.26,Cash,Brazil
608,2021-10-03,CL0535,DL006,SP003,Mazda,MX-3,2,19561.14,39122.28,Leasing,Brazil
609,2020-11-17,CL0581,DL014,SP013,Porsche,Macan T,1,63172.07,63172.07,Financing,Australia
610,2024-05-07,CL0339,DL014,SP015,Kia,Carnival LXS,3,42899.54,128698.62,Cash,USA
611,2023-04-18,CL0051,DL004,SP019,Peugeot,3008,2,29518.44,59036.88,Cash,Germany
612,2021-03-29,CL0273,DL014,SP009,Porsche,911 GT3,3,149174.27,447522.81,Cash,USA
613,2021-04-24,CL0797,DL005,SP018,Ford,Escape Hybrid,1,28328.4,28328.4,Leasing,Japan
614,2024-04-18,CL0642,DL006,SP012,Ford,Explorer,3,37928.71,113786.13,Leasing,Italy
615,2023-08-23,CL0118,DL012,SP011,Nissan,Patrol Black Edition,2,81046.91,162093.82,Cash,Italy
616,2021-01-12,CL0119,DL013,SP012,Mitsubishi,i-MiEV (Electric),3,22189.62,66568.86,Cash,UK
617,2023-04-21,CL0633,DL014,SP002,Tata Motors,Safari,1,23255.66,23255.66,Cash,Spain
618,2022-12-31,CL0644,DL006,SP012,Volkswagen,Passat Hybrid,1,34839.32,34839.32,Cash,UK
619,2020-08-24,CL0004,DL006,SP019,Mazda,Scrum Wagon,1,9107.55,9107.55,Leasing,USA
620,2024-06-07,CL0759,DL010,SP018,Cadillac,XT5 Sport,2,47516.66,95033.32,Financing,Italy
621,2022-11-28,CL0604,DL009,SP013,Kia,Seltos X-Line Turbo,1,28911.37,28911.37,Leasing,Australia
622,2021-02-27,CL0499,DL013,SP014,Porsche,Taycan 4S,1,103472.83,103472.83,Leasing,Australia
623,2024-04-15,CL0451,DL011,SP006,Volkswagen,Golf Variant,3,34409.06,103227.18,Leasing,Japan
624,2020-12-18,CL0526,DL014,SP009,Mitsubishi,Lancer GLX,1,18249.1,18249.1,Financing,USA
625,2023-01-11,CL0093,DL013,SP006,HYUNDAI,Venue,1,18917.8,18917.8,Cash,Italy
626,2023-03-13,CL0180,DL006,SP005,Volkswagen,Golf Country,1,26216.82,26216.82,Leasing,Australia
627,2020-03-11,CL0722,DL004,SP002,Porsche,911 Dakar Limited Edition,1,201090.2,201090.2,Cash,USA
628,2024-10-19,CL0255,DL003,SP010,Jaguar Land Rover,Jaguar F-Type SVR,2,113408.69,226817.38,Leasing,USA
629,2021-03-02,CL0542,DL015,SP006,Ford,F-150,2,38410.87,76821.74,Financing,Germany
630,2024-01-04,CL0295,DL012,SP002,BMW,118i M SPORT,3,35610.25,106830.75,Leasing,Italy
631,2021-03-12,CL0705,DL015,SP014,Tesla,Roadster 2,2,184976.09,369952.18,Cash,China
632,2021-06-09,CL0519,DL001,SP002,Porsche,Taycan GTS,2,124899.22,249798.44,Leasing,Italy
633,2023-12-18,CL0403,DL004,SP013,ROLLS ROYCE,DAWN,3,387973.4,1163920.2,Financing,Spain
634,2020-09-18,CL0588,DL012,SP007,FERRARI,PORTOFINO,1,228331.9,228331.9,Financing,UK
635,2021-01-02,CL0620,DL012,SP015,Mazda,Eunos 500,2,22748.31,45496.62,Cash,Japan
636,2021-10-05,CL0378,DL007,SP005,Volkswagen,Amarok,2,42603.48,85206.96,Leasing,Brazil
637,2020-03-22,CL0239,DL007,SP013,LAMBORGHINI,HURACAN EVO SPYDER,2,315625.19,631250.38,Leasing,Australia
638,2022-05-05,CL0583,DL014,SP017,GMC,Yukon Denali Ultimate Black,1,96107.46,96107.46,Cash,France
639,2021-02-09,CL0166,DL014,SP007,BMW,118i SPORTLINE,2,37576.48,75152.96,Cash,USA
640,2020-02-09,CL0478,DL010,SP009,Peugeot,e-2008,1,40115.53,40115.53,Financing,Brazil
641,2022-06-07,CL0656,DL003,SP007,GMC,Yukon Denali,3,70764.31,212292.93,Leasing,Brazil
642,2023-02-06,CL0621,DL011,SP015,Acura,MDX Elite,2,60216.34,120432.68,Leasing,Spain
643,2022-10-18,CL0218,DL004,SP004,KIA,SPORTAGE 2024(SX TURBO AWD),1,41408.82,41408.82,Cash,France
644,2023-11-04,CL0520,DL007,SP012,Ford,Bronco,2,29336.96,58673.92,Cash,Australia
645,2021-11-08,CL0778,DL011,SP015,Porsche,911 GT2 RS,3,268651.88,805955.64,Leasing,USA
646,2022-07-10,CL0362,DL001,SP017,Porsche,Panamera Platinum Edition,3,110057.32,330171.96,Cash,Australia
647,2022-02-22,CL0720,DL004,SP011,Porsche,911 Carrera,2,114993.63,229987.26,Leasing,Brazil
648,2023-06-24,CL0550,DL005,SP003,Porsche,Cayenne GTS,1,99031.22,99031.22,Cash,Germany
649,2023-06-30,CL0481,DL006,SP007,Mitsubishi,Toppo BJ,2,10205.33,20410.66,Leasing,Italy
650,2022-03-23,CL0785,DL013,SP012,Kia,EV6 AWD GT-Line,3,65951.1,197853.3,Cash,Australia
651,2024-07-20,CL0322,DL005,SP006,Chevrolet,Silverado 3500HD High Country,2,72950.54,145901.08,Leasing,China
652,2022-09-14,CL0045,DL006,SP018,Volkswagen,Arteon,3,48670.33,146010.99,Financing,UK
653,2020-07-10,CL0690,DL014,SP010,Jaguar Land Rover,Jaguar F-Type R-Dynamic,2,73441.18,146882.36,Cash,Italy
654,2022-11-06,CL0444,DL008,SP012,LAMBORGHINI,HURACAN EVO RWD,1,254940.3,254940.3,Leasing,Spain
655,2022-09-22,CL0459,DL013,SP003,Nissan,Presea,3,16892.76,50678.28,Cash,Brazil
656,2020-08-01,CL0162,DL004,SP005,TOYOTA,COROLLA HATCHBACK XSE,1,26372.5,26372.5,Leasing,Italy
657,2020-08-17,CL0415,DL005,SP009,ROLLS ROYCE,DAWN BLACK BADGE VOLANTE,1,409919.35,409919.35,Leasing,USA
658,2021-09-12,CL0612,DL014,SP013,Volkswagen,ID.2,3,23694.17,71082.51,Financing,Spain
659,2021-10-23,CL0665,DL015,SP013,Jaguar Land Rover,Jaguar E-PACE R-Dynamic,1,55312.94,55312.94,Financing,Germany
660,2023-03-23,CL0169,DL007,SP019,LAMBORGHINI,VENENO ROADSTER,3,4797272.67,14391818.01,Financing,Japan
661,2024-12-15,CL0626,DL002,SP018,Tesla,Model S Plaid,2,105541.09,211082.18,Leasing,USA
662,2020-09-19,CL0260,DL005,SP003,KIA,SPORTAGE 2024(X-PRO PRESTIGE),1,39312.85,39312.85,Cash,Australia
663,2023-06-02,CL0294,DL004,SP009,Volkswagen,Golf Sportsvan,1,27816.94,27816.94,Cash,Australia
664,2023-05-19,CL0473,DL005,SP019,MERCEDES,BENZ EQS 53,1,105227.67,105227.67,Cash,Japan
665,2024-12-05,CL0138,DL012,SP015,Ford,EcoSport,2,19338.37,38676.74,Cash,Japan
666,2023-07-08,CL0182,DL008,SP004,Nissan,Patrol NISMO,3,110412.02,331236.06,Leasing,Spain
667,2022-06-30,CL0582,DL010,SP003,Cadillac,Lyriq EV,1,61721.67,61721.67,Financing,Brazil
668,2021-07-29,CL0490,DL001,SP014,Mazda,Mazda6,3,28675.8,86027.4,Cash,Brazil
669,2023-09-03,CL0777,DL010,SP019,Porsche,718 Cayman GT4 RS,2,137040.93,274081.86,Cash,Japan
670,2020-12-01,CL0564,DL003,SP008,Mazda,Titan (Truck),2,25388.92,50777.84,Financing,Brazil
671,2022-05-18,CL0440,DL010,SP014,KIA,SPORTAGE 2024(BASE FWD),3,25274.12,75822.36,Financing,Germany
672,2021-09-18,CL0761,DL015,SP005,Volkswagen,Polo TDI,2,20633.28,41266.56,Cash,Brazil
673,2023-04-04,CL0022,DL014,SP012,Nissan,Murano CrossCabriolet,1,48781.08,48781.08,Cash,USA
674,2024-06-02,CL0331,DL014,SP014,Mitsubishi,Outlander SEL,3,28057.04,84171.12,Financing,USA
675,2024-12-08,CL0480,DL004,SP007,GMC,Canyon SLT,1,38416.45,38416.45,Leasing,Italy
676,2023-04-14,CL0345,DL007,SP005,TOYOTA,TOYOTA  GR86,1,28113.17,28113.17,Cash,Australia
677,2024-08-27,CL0648,DL011,SP019,Porsche,Macan GTS,2,75649.7,151299.4,Cash,Italy
678,2020-03-05,CL0064,DL007,SP013,Mitsubishi,Colt CZC Convertible,1,22929.55,22929.55,Financing,Spain
679,2023-12-06,CL0003,DL014,SP016,TOYOTA,TUNDRA I-FORCE MAX,2,61384.21,122768.42,Cash,Spain
680,2020-01-01,CL0136,DL003,SP001,Ford,Bronco Raptor,2,68238.25,136476.5,Leasing,Brazil
681,2021-12-08,CL0168,DL003,SP007,Nissan,Mistral,2,24420.57,48841.14,Cash,Brazil
682,2023-03-21,CL0083,DL002,SP020,MERCEDES,BENZ GLE 350,1,51117.53,51117.53,Financing,China
683,2023-12-16,CL0445,DL008,SP016,Peugeot,508 Saloon,1,39341.81,39341.81,Leasing,USA
684,2023-11-30,CL0579,DL013,SP011,Mazda,AZ-Offroad,2,16171.55,32343.1,Leasing,France
685,2023-12-03,CL0075,DL006,SP017,Volkswagen,Polo,2,17764.91,35529.82,Financing,USA
686,2024-01-31,CL0662,DL005,SP001,Cadillac,Escalade,1,74250.71,74250.71,Cash,UK
687,2024-04-08,CL0242,DL006,SP017,ROLLS ROYCE,WRAITH BLACK BADGE,1,357575.9,357575.9,Financing,China
688,2021-09-24,CL0502,DL008,SP020,Peugeot,308 Saloon,1,29631.96,29631.96,Cash,USA
689,2021-12-12,CL0336,DL010,SP017,Volkswagen,Golf Electric,3,32738.62,98215.86,Financing,USA
690,2020-08-14,CL0731,DL008,SP015,Nissan,370Z NISMO,3,47403.39,142210.17,Financing,Japan
691,2023-05-15,CL0631,DL006,SP006,LAMBORGHINI,HURACAN STO EVO,3,323478.8,970436.4,Leasing,France
692,2024-03-09,CL0150,DL008,SP011,Nissan,NV3500,3,39343.55,118030.65,Leasing,Japan
693,2024-06-09,CL0606,DL011,SP015,Chevrolet,Blazer Premier,2,45519.98,91039.96,Cash,France
694,2020-02-14,CL0291,DL007,SP008,Porsche,911 Carrera 4,1,110211.22,110211.22,Leasing,Spain
695,2020-10-20,CL0503,DL011,SP019,Volvo,Volvo FMX,1,116364.66,116364.66,Cash,Brazil
696,2020-05-13,CL0350,DL010,SP015,Porsche,Cayenne Coupe Turbo E-Hybrid,2,166645.21,333290.42,Leasing,Brazil
697,2022-09-27,CL0191,DL003,SP001,Porsche,Panamera 4S E-Hybrid Executive,2,140508.84,281017.68,Leasing,Spain
698,2023-03-19,CL0483,DL012,SP001,MERCEDES,BENZ CLS 450,2,73954.58,147909.16,Cash,Australia
699,2021-07-17,CL0296,DL012,SP017,Porsche,911 Carrera 4,1,116770.43,116770.43,Cash,Germany
700,2020-12-15,CL0508,DL002,SP003,Bugatti,La Voiture Noire,3,19162492.32,57487476.96,Leasing,UK
701,2020-10-21,CL0380,DL010,SP009,LAMBORGHINI,AVENTADOR ULTIMAE,1,502228.86,502228.86,Cash,Brazil
702,2024-12-21,CL0541,DL009,SP003,Mazda,Luce Rotary Coupe,3,24926.16,74778.48,Leasing,Japan
703,2021-05-23,CL0459,DL014,SP014,Tata Motors,Punch,1,10445.08,10445.08,Leasing,Germany
704,2024-06-30,CL0754,DL005,SP002,Volkswagen,Touareg,3,59491.06,178473.18,Financing,UK
705,2023-01-08,CL0752,DL005,SP005,AUDI,RS6 AVANT,3,106477.6,319432.8,Cash,Brazil
706,2023-11-14,CL0547,DL014,SP006,Tata Motors,Indica V2 Xeta,3,4625.65,13876.95,Financing,USA
707,2022-09-18,CL0402,DL005,SP018,Acura,TLX PMC Edition,2,61670.33,123340.66,Leasing,Spain
708,2024-01-15,CL0212,DL014,SP004,Ford,Ranger Raptor,3,40961.46,122884.38,Financing,Italy
709,2021-02-24,CL0102,DL009,SP013,Volkswagen,Amarok V8,2,65052.18,130104.36,Leasing,Italy
710,2020-11-07,CL0524,DL004,SP020,Porsche,911 Dakar,2,214460.82,428921.64,Leasing,China
711,2022-02-19,CL0728,DL007,SP012,Acura,RDX SH-AWD,1,50325.21,50325.21,Leasing,USA
712,2024-06-26,CL0649,DL001,SP013,LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE,1,596183.6,596183.6,Leasing,UK
713,2020-06-11,CL0223,DL003,SP002,HYUNDAI,Tiburon,3,18932.14,56796.42,Cash,USA
714,2021-12-10,CL0031,DL001,SP004,LAMBORGHINI,AVENTADOR ROADSTER,2,436726.61,873453.22,Cash,Germany
715,2022-01-12,CL0349,DL003,SP004,TOYOTA,LAND CRUISER PRADO,3,46261.5,138784.5,Financing,USA
716,2023-02-24,CL0538,DL011,SP004,Volkswagen,Golf TCR,1,41754.56,41754.56,Cash,France
717,2021-04-25,CL0194,DL008,SP005,Mazda,RX-Vision Concept,3,28353.84,85061.52,Cash,Spain
718,2023-04-04,CL0537,DL014,SP002,MAHINDRA,THAR,2,20491.44,40982.88,Leasing,Brazil
719,2022-01-20,CL0666,DL004,SP020,LAMBORGHINI,HURACAN EVO RWD,1,275260.06,275260.06,Cash,USA
720,2021-01-01,CL0371,DL006,SP012,Volkswagen,Polo GTI R5,3,44990.75,134972.25,Financing,UK
721,2023-02-02,CL0602,DL009,SP006,Peugeot,2008 Allure,3,24882.16,74646.48,Leasing,Germany
722,2021-01-20,CL0523,DL003,SP017,Porsche,Panamera GTS Sport Turismo,2,134678.55,269357.1,Financing,Germany
723,2023-06-21,CL0497,DL004,SP012,Volkswagen,Volkswagen XL1,3,136941.63,410824.89,Leasing,Australia
724,2020-05-15,CL0340,DL008,SP010,Volkswagen,ID. Buzz,2,55906.93,111813.86,Leasing,Italy
725,2020-05-22,CL0699,DL015,SP004,Porsche,Macan T,3,68627.17,205881.51,Leasing,Brazil
726,2021-08-31,CL0637,DL005,SP010,Kia,Stinger GT,2,50137.09,100274.18,Financing,China
727,2023-03-20,CL0189,DL003,SP007,GMC,Canyon AT4X,3,51521.87,154565.61,Leasing,UK
728,2023-03-03,CL0612,DL001,SP020,Nissan,Hardbody Truck,1,22866.9,22866.9,Leasing,Spain
729,2022-05-04,CL0242,DL004,SP007,GMC,Yukon XL AT4,2,76026.31,152052.62,Leasing,UK
730,2020-09-14,CL0711,DL010,SP009,Volkswagen,ID.4 GTX,1,48571.21,48571.21,Cash,UK
731,2021-09-17,CL0165,DL011,SP017,Nissan,Caravan Coach,3,30392.11,91176.33,Cash,UK
732,2023-02-03,CL0302,DL005,SP008,Volkswagen,Polo BlueMotion,3,18331.33,54993.99,Financing,Australia
733,2022-06-25,CL0793,DL012,SP016,Volkswagen,Scirocco,1,37790.72,37790.72,Leasing,France
734,2020-06-04,CL0305,DL012,SP013,Mitsubishi,Dion,2,13938.01,27876.02,Financing,UK
735,2024-03-11,CL0173,DL013,SP018,ROLLS ROYCE,DAWN BLACK BADGE,1,401796.14,401796.14,Leasing,Japan
736,2023-06-03,CL0570,DL003,SP004,Mazda,MX-5 Miata RF,3,32162.24,96486.72,Financing,Australia
737,2021-01-26,CL0434,DL002,SP006,Tata Motors,Indigo Marina,2,9039.95,18079.9,Cash,USA
738,2023-07-06,CL0506,DL015,SP013,MERCEDES,BENZ S-CLASS S 350,2,92150.39,184300.78,Cash,USA
739,2021-05-07,CL0449,DL007,SP005,Jeep,Gladiator,2,35003.81,70007.62,Financing,China
740,2023-11-05,CL0750,DL004,SP004,Kia,Sorento Hybrid SX Prestige,2,50291.2,100582.4,Cash,China
741,2023-06-14,CL0697,DL012,SP009,Mitsubishi,Outlander SEL,1,31488.97,31488.97,Financing,Japan
742,2020-11-16,CL0470,DL001,SP018,AUDI,S4 SEDAN,1,61576.96,61576.96,Financing,Italy
743,2023-08-25,CL0372,DL013,SP007,HONDA,PILOT,2,40127.97,80255.94,Financing,Germany
744,2024-10-03,CL0081,DL006,SP008,Nissan,Terrano,1,15316.13,15316.13,Cash,UK
745,2023-05-04,CL0487,DL009,SP012,Nissan,Elgrand,3,54726.9,164180.7,Cash,China
746,2023-03-29,CL0607,DL009,SP013,Volkswagen,ID.4 Pro S,3,40786.59,122359.77,Leasing,France
747,2023-04-12,CL0286,DL015,SP004,Nissan,Patrol Titanium,2,98956.12,197912.24,Leasing,Brazil
748,2021-06-19,CL0454,DL004,SP003,Porsche,718 Boxster,2,66993.76,133987.52,Cash,Germany
749,2024-08-22,CL0183,DL003,SP006,BMW,I8 ROADSTER,2,177742.68,355485.36,Financing,UK
750,2021-11-22,CL0591,DL003,SP017,Toyota,RAV4 (6th Gen),2,30030.87,60061.74,Cash,Japan
751,2024-11-13,CL0196,DL001,SP010,Nissan,Stanza,2,20151.27,40302.54,Cash,Germany
752,2022-07-31,CL0664,DL009,SP001,LAMBORGHINI,HURACAN EVO RWD SPYDER,3,267590.18,802770.54,Leasing,France
753,2020-01-18,CL0116,DL010,SP018,Chevrolet,Silverado 3500HD High Country,3,78857.97,236573.91,Leasing,France
754,2024-08-16,CL0288,DL012,SP011,Jeep,Gladiator,3,39917.73,119753.19,Leasing,Brazil
755,2024-01-18,CL0588,DL007,SP003,Mazda,RX-7 Spirit R,3,33714.48,101143.44,Financing,Italy
756,2021-07-17,CL0517,DL001,SP004,Chevrolet,Colorado,2,32847.6,65695.2,Leasing,China
757,2022-05-09,CL0558,DL014,SP003,Acura,ILX Premium,3,27952.3,83856.9,Cash,USA
758,2022-04-26,CL0198,DL004,SP003,BMW,Mclaren 720s,1,548555.65,548555.65,Financing,Germany
759,2023-06-09,CL0092,DL007,SP008,Cadillac,Escalade ESV,3,74528.8,223586.4,Financing,USA
760,2024-12-20,CL0277,DL007,SP018,Porsche,Cayenne Coupe,1,84300.72,84300.72,Cash,France
761,2023-11-12,CL0726,DL006,SP005,Nissan,GT-R Black Edition,1,168028.18,168028.18,Leasing,France
762,2023-04-20,CL0252,DL005,SP017,Kia,Rio,3,16230.65,48691.95,Leasing,France
763,2024-06-23,CL0774,DL001,SP008,Mazda,Autozam AZ-1,3,12111.82,36335.46,Leasing,Italy
764,2021-12-16,CL0190,DL010,SP006,ROLLS ROYCE,WRAITH LUMINARY,3,386477.42,1159432.26,Leasing,Brazil
765,2024-01-04,CL0078,DL002,SP019,AUDI,R8 V10 PLUS,2,210185.05,420370.1,Financing,China
766,2023-06-02,CL0168,DL005,SP017,Nissan,NV1500,3,31187.91,93563.73,Cash,China
767,2024-08-18,CL0065,DL003,SP009,Volkswagen,Beetle Final Edition,3,22549.89,67649.67,Financing,Japan
768,2020-09-11,CL0390,DL006,SP014,Mitsubishi,Triton Athlete,3,26757.96,80273.88,Financing,Australia
769,2022-04-30,CL0096,DL005,SP015,KIA,SPORTAGE GT-LINE,1,33761.13,33761.13,Financing,China
770,2021-02-10,CL0632,DL015,SP012,Tata Motors,Altroz DCA,3,11732.78,35198.34,Leasing,Japan
771,2023-03-12,CL0351,DL003,SP005,TOYOTA,BZ3,1,36168.48,36168.48,Cash,China
772,2022-03-14,CL0252,DL009,SP010,ROLLS ROYCE,WRAITH EAGLE VIII,3,329579.18,988737.54,Cash,Japan
773,2022-09-11,CL0513,DL009,SP011,Mazda,Demio,3,12390.06,37170.18,Leasing,Japan
774,2020-11-22,CL0370,DL011,SP019,Nissan,Clipper,1,10291.79,10291.79,Financing,Japan
775,2022-12-06,CL0314,DL010,SP013,Peugeot,3008 PSE,2,47035.48,94070.96,Leasing,France
776,2021-08-11,CL0343,DL009,SP008,Porsche,911 Targa 4 GTS,3,159360.63,478081.89,Financing,Italy
777,2023-09-10,CL0238,DL009,SP012,ROLLS ROYCE,CULLINAN RED DIAMOND,3,453885.27,1361655.81,Cash,USA
778,2021-10-12,CL0526,DL002,SP002,Kia,Stinger GT,1,49098.83,49098.83,Cash,Germany
779,2023-10-21,CL0392,DL014,SP010,Tata Motors,Sumo Gold,2,15025.65,30051.3,Financing,Japan
780,2023-12-02,CL0248,DL015,SP002,NISSAN,370Z,3,30076.11,90228.33,Leasing,USA
781,2022-08-16,CL0608,DL011,SP001,Kia,Seltos SX,3,26798.32,80394.96,Leasing,France
782,2021-02-25,CL0025,DL003,SP003,LAMBORGHINI,VENENO ROADSTER,2,4667141.77,9334283.54,Leasing,Brazil
783,2024-05-03,CL0316,DL012,SP011,Cadillac,Escalade,1,72935.68,72935.68,Financing,Germany
784,2022-12-24,CL0133,DL010,SP007,Tata Motors,Indigo GLX,2,7056.61,14113.22,Cash,UK
785,2021-11-10,CL0095,DL014,SP014,Jaguar Land Rover,Jaguar F-PACE S 30t AWD,2,62424.8,124849.6,Financing,USA
786,2024-07-31,CL0216,DL014,SP012,Nissan,Stanza Wagon,3,21175.1,63525.3,Leasing,Spain
787,2023-08-11,CL0528,DL010,SP011,Mitsubishi,Pajero Sport,2,35179.08,70358.16,Cash,Spain
788,2022-05-17,CL0464,DL013,SP007,Volkswagen,Touareg V8,2,70338.38,140676.76,Cash,Spain
789,2022-10-08,CL0267,DL001,SP019,GMC,Sierra 1500 Elevation,3,56734.93,170204.79,Financing,Spain
790,2023-01-31,CL0046,DL009,SP004,ROLLS ROYCE,CULLINAN SUV,1,351207.58,351207.58,Cash,UK
791,2023-07-06,CL0706,DL010,SP003,HYUNDAI,IONIQ 6,3,45317.84,135953.52,Cash,UK
792,2020-10-05,CL0385,DL012,SP018,Ford,Explorer,1,33393.77,33393.77,Cash,Spain
793,2023-05-23,CL0403,DL006,SP014,Peugeot,Partner Tepee,2,23874.13,47748.26,Financing,UK
794,2020-10-17,CL0129,DL004,SP016,Kia,Niro EX,2,30652.91,61305.82,Leasing,China
795,2024-03-17,CL0141,DL003,SP016,Volkswagen,Scirocco,3,35733.16,107199.48,Financing,China
796,2022-02-28,CL0180,DL001,SP003,Volkswagen,Polo BlueMotion,2,24010.63,48021.26,Cash,Japan
797,2021-10-30,CL0596,DL012,SP015,GMC,Sierra 2500HD Denali,2,76630.75,153261.5,Cash,Japan
798,2023-05-08,CL0267,DL013,SP014,Cadillac,XT4 Sport,1,40306.52,40306.52,Cash,UK
799,2021-06-23,CL0693,DL001,SP001,BMW,116i EFFICIENTDYNAMICS,2,26410.52,52821.04,Financing,Brazil
800,2021-02-16,CL0449,DL009,SP005,TOYOTA,C-HR,2,23763.49,47526.98,Leasing,UK
801,2023-05-24,CL0339,DL014,SP002,MERCEDES,BENZ S-CLASS S 350,3,98652.46,295957.38,Cash,Japan
802,2021-08-08,CL0341,DL003,SP016,Kia,Seltos X-Line Turbo,2,27469.48,54938.96,Cash,Brazil
803,2024-05-07,CL0607,DL007,SP011,Peugeot,5008 GT Line,3,40710.02,122130.06,Leasing,China
804,2021-05-08,CL0758,DL009,SP014,GMC,Terrain AT4,3,39763.8,119291.4,Financing,France
805,2022-03-18,CL0663,DL015,SP019,Chevrolet,Camaro SS,2,40550.81,81101.62,Leasing,France
806,2023-02-28,CL0242,DL010,SP008,Nissan,Patrol Black Edition,1,85959.75,85959.75,Financing,China
807,2024-04-04,CL0704,DL004,SP001,Chevrolet,Corvette Stingray,1,70404.92,70404.92,Leasing,Italy
808,2020-02-03,CL0031,DL013,SP004,Mazda,MX-30 Electric,3,31626.37,94879.11,Financing,China
809,2022-07-07,CL0753,DL002,SP012,Mitsubishi,i (Kei Car),1,10883.31,10883.31,Leasing,UK
810,2024-07-11,CL0411,DL012,SP005,LAMBORGHINI,AVENTADOR SVJ ROADSTER,2,604365.71,1208731.42,Cash,Japan
811,2020-12-21,CL0254,DL008,SP017,Peugeot,3008 GT,2,37990.91,75981.82,Financing,Australia
812,2020-10-27,CL0700,DL013,SP001,Tata Motors,Nexon EV Max,1,26464.11,26464.11,Cash,Italy
813,2020-01-19,CL0518,DL007,SP008,Porsche,Cayenne Diesel (Regional Markets),3,68406.15,205218.45,Financing,Australia
814,2023-12-23,CL0480,DL003,SP016,TOYOTA,YARIS,1,18966.07,18966.07,Cash,Australia
815,2020-07-15,CL0313,DL010,SP009,LAMBORGHINI,AVENTADOR ULTIMAE,2,540165.41,1080330.82,Leasing,Germany
816,2023-04-04,CL0288,DL009,SP012,Ford,F-150 Platinum,3,59820.86,179462.58,Cash,UK
817,2021-05-01,CL0436,DL003,SP010,Nissan,President,3,66881.38,200644.14,Financing,France
818,2024-06-07,CL0639,DL012,SP002,Mitsubishi,Triton (L200),2,25612.0,51224.0,Financing,Germany
819,2023-09-09,CL0544,DL010,SP008,KIA,SPORTAGE 2024(HYBRID AWD),2,33512.1,67024.2,Cash,Japan
820,2023-08-24,CL0571,DL001,SP017,Ford,Maverick,3,22804.08,68412.24,Leasing,UK
821,2024-10-04,CL0382,DL005,SP019,AUDI,S8,3,110853.44,332560.32,Cash,Japan
822,2023-08-04,CL0233,DL014,SP010,Chevrolet,Equinox RS,2,28788.83,57577.66,Financing,Australia
823,2021-10-16,CL0044,DL005,SP008,Nissan,Pulsar,3,20553.28,61659.84,Cash,Japan
824,2024-10-24,CL0637,DL002,SP002,Porsche,Taycan Turbo,3,138313.56,414940.68,Cash,Spain
825,2023-07-05,CL0675,DL006,SP003,Mitsubishi,Canter (Truck),2,35748.09,71496.18,Financing,France
826,2023-08-18,CL0459,DL004,SP006,AUDI,A4,2,41812.38,83624.76,Leasing,Australia
827,2021-08-14,CL0613,DL007,SP003,GMC,Canyon,2,38005.49,76010.98,Financing,Brazil
828,2024-01-07,CL0629,DL012,SP006,Jaguar Land Rover,Jaguar E-PACE,1,45858.53,45858.53,Leasing,Brazil
829,2022-10-22,CL0715,DL012,SP014,Kia,Niro Plug-In Hybrid,1,33129.14,33129.14,Financing,UK
830,2022-04-22,CL0034,DL007,SP009,Nissan,Clipper,3,9158.21,27474.63,Cash,China
